name,district,votenumber,party,age,occupation,education,page,oik,nat,lib,segment
Riika Raunisalo,02 Uudenmaan vaalipiiri,182,Vasemmistoliitto,35,agrologi (amk),korkeakoulututkinto ,http://riikaraunisalo.com,-1.2568724194,-0.7640069115,0.4106121708,Vasemmistoliberaalit
Mirja Arajärvi,01 Helsingin vaalipiiri,25,Vasemmistoliitto,70,filosofian lisensiaatti & eläkeläinen,korkeakoulututkinto ,http://ehdokas.vasemmisto.fi/mirjaarajarvi,-1.2555828312,-0.9123705491,0.7257409841,Vasemmistoliberaalit
Ilmari Walker,10 Vaasan vaalipiiri,33,Vasemmistoliitto,27,kielenkääntäjä,ylioppilas ,http://ilmariwalker.tumblr.com,-1.2487066657,-1.0307509271,0.8576911098,Vasemmistoliberaalit
Taina Matero,12 Oulun vaalipiiri,143,Vasemmistoliitto,55,Sosiaaliohjaaja,korkeakoulututkinto ,http://ehdokas.vasemmisto.fi/tainama2/,-1.2457376513,-1.3280076477,-0.0807169845,Vasemmistoliberaalit
Harri Aalto,07 Pirkanmaan vaalipiiri,136,Vasemmistoliitto,57,Varastonhoitaja/ pääluottamusmies,ammattitutkinto ,http://ehdokas.vasemmisto.fi/harriaalto/,-1.2402022331,1.4321945248,-0.4403856917,Nationalistikonservatiivit
Ville Luotola,13 Lapin vaalipiiri,20,Vasemmistoliitto,26,Toiminnanjohtaja (kasv. yo.),ylioppilas ,http://www.villeluotola.blogspot.fi,-1.2290901949,-0.1710160835,1.5271600132,Vasemmistoliberaalit
Seija Piipponen-Pekkola,08 Kaakkois-Suomen vaalipiiri,68,Vasemmistoliitto,54,Lähihoitaja,ammattitutkinto ,http://www.ehdokas.vasemmisto.fi/seijapiipponen,-1.2186541937,-1.2147488851,0.4867597847,Vasemmistoliberaalit
Kari Uotila,02 Uudenmaan vaalipiiri,187,Vasemmistoliitto,60,Kansanedustaja,ammattitutkinto ,http://www.kariuotila.fi,-1.2112324329,-1.0344502662,0.7226082019,Vasemmistoliberaalit
Sara Pekonen,02 Uudenmaan vaalipiiri,180,Vasemmistoliitto,34,sosionomi AMK & lähihoitaja,,,-1.2098222689,-1.2472288552,1.1983947601,Vasemmistoliberaalit
Kauko Niemi,10 Vaasan vaalipiiri,30,Vasemmistoliitto,50,Myyntiesimies,ammattitutkinto ,http://www.kaukoniemi.fi,-1.2060409956,0.1294208836,0.1262824919,Maltillinen vasemmisto
Tuukka Pääkkönen,03 Varsinais-Suomen vaalipiiri,144,Vasemmistoliitto,29,Laivaputkiasentaja,ylioppilas ,http://ehdokas.vasemmisto.fi/tuukkapaakkonen/,-1.1913346781,-0.6256731006,-0.1441750089,Vasemmistoliberaalit
Kaarlo Julkunen,09 Savo-Karjalan vaalipiiri,128,Vasemmistoliitto,60,Varapuheenjohtaja,peruskoulu ,http://www.isokalle.fi,-1.1840323911,-0.6280942576,-0.252966451,Vasemmistoliberaalit
Petteri Tahvanainen,09 Savo-Karjalan vaalipiiri,139,Vasemmistoliitto,47,kirvesmies,ammattitutkinto ,,-1.1793614928,0.5232776421,0.0516256035,Maltillinen vasemmisto
veikko tanskanen,02 Uudenmaan vaalipiiri,186,Vasemmistoliitto,56,paperityöntekijä,peruskoulu ,,-1.1593272004,0.0410192385,0.4112926366,Maltillinen vasemmisto
Jaakko Lindfors,03 Varsinais-Suomen vaalipiiri,142,Vasemmistoliitto,27,Lukion aineenopettaja,korkeakoulututkinto ,http://ehdokas.vasemmisto.fi/jaakkolindfors/,-1.137243057,-1.2965598853,0.790063908,Vasemmistoliberaalit
Aleksi Norman,04 Satakunnan vaalipiiri,70,Vasemmistoliitto,29,Piirisihteeri,korkeakoulututkinto ,http://aleksinorman.fi,-1.137229759,-0.821434241,1.0115572069,Vasemmistoliberaalit
Katja Kotalampi,07 Pirkanmaan vaalipiiri,145,Vasemmistoliitto,26,Ympäristöteknologian insinööri,korkeakoulututkinto ,http://ehdokas.vasemmisto.fi/katjakotalampi,-1.1347213446,-0.360700008,0.4582196519,Maltillinen vasemmisto
Kalle Hyötynen,07 Pirkanmaan vaalipiiri,140,Vasemmistoliitto,47,Mittakirvesmies & LM/TSV,ammattitutkinto ,http://www.kallehyotynen.fi,-1.1334348628,-1.0643386371,0.5375384599,Vasemmistoliberaalit
Matti Semi,09 Savo-Karjalan vaalipiiri,138,Vasemmistoliitto,58,Rakennusmies,,http://www.mattisemi.fi,-1.1275640601,-0.2068682346,0.384625064,Maltillinen vasemmisto
Jari-Pekka Kanniainen,12 Oulun vaalipiiri,139,Vasemmistoliitto,30,Koulutussihteeri,korkeakoulututkinto ,http://ehdokas.vasemmisto.fi/kanniainen,-1.1173671043,-0.9286631497,1.4629629349,Vasemmistoliberaalit
Matias Heikola,11 Keski-Suomen vaalipiiri,100,Vasemmistoliitto,19,Vasemmistonuorten toimistosihteeri,ylioppilas ,http://ehdokas.vasemmisto.fi/matiasheikola,-1.1095006182,-0.9810154191,0.8744800264,Vasemmistoliberaalit
Marja Koskenalho,02 Uudenmaan vaalipiiri,170,Vasemmistoliitto,61,sosiaalityöntekijä,korkeakoulututkinto ,http://www.koskenalho.fi,-1.08257672,-1.4676629897,0.3110458901,Vasemmistoliberaalit
Pirkko Kotila,02 Uudenmaan vaalipiiri,171,Vasemmistoliitto,51,Toimittaja,korkeakoulututkinto ,http://Ehdokas.vasemmisto.fi/pirkkokotila,-1.0554237046,-0.9244169061,0.5199070116,Vasemmistoliberaalit
Marja Ruokonen,03 Varsinais-Suomen vaalipiiri,145,Vasemmistoliitto,62,kotipalvelutuottaja,joku muu,http://www.ehdokas.vasemmisto.fi/marjaruokonen,-1.0548095721,-0.4634850457,-0.5466279592,Maltillinen vasemmisto
Mikko Aaltonen,07 Pirkanmaan vaalipiiri,137,Vasemmistoliitto,39,Apulaispormestari,korkeakoulututkinto ,http://www.mikkoaaltonen.fi,-1.0514739116,-0.9758873776,0.1077398763,Maltillinen vasemmisto
Ritva Väyrynen,09 Savo-Karjalan vaalipiiri,140,Vasemmistoliitto,46,toimistosihteeri,ylioppilas ,http://ehdokas.vasemmisto.fi/ritvavayrynen/,-1.0136564618,-0.8329310045,0.1912045537,Maltillinen vasemmisto
Janne Räisänen,11 Keski-Suomen vaalipiiri,109,Vasemmistoliitto,39,Sähkö- ja automaatiotekniikan päätoiminen tuntiopettaja,korkeakoulututkinto ,http://www.raisanen.org,-1.0061865374,0.1519981089,0.9722254738,Vasemmistoliberaalit
Paavo Heinonen,12 Oulun vaalipiiri,133,Vasemmistoliitto,36,Päätoimittaja,korkeakoulututkinto ,https://www.paavoheinonen.fi,-0.9958131305,-0.838634358,1.3552686883,Vasemmistoliberaalit
Miikka Kortelainen,12 Oulun vaalipiiri,141,Vasemmistoliitto,21,lähihoitaja,ammattitutkinto ,http://miikkakortelainen.fi,-0.9938739509,-0.0538920932,0.4313815356,Vasemmistoliberaalit
Kimmo Kautio,06 Hämeen vaalipiiri,23,Vasemmistoliitto,32,Valmennus- ja kehityspäällikkö,ylioppilas ,http://www.kimmokautio.com,-0.9836544576,0.3505512563,0.9038834099,Maltillinen vasemmisto
Faruk Abu Taher,08 Kaakkois-Suomen vaalipiiri,57,Vasemmistoliitto,34,Metallimies  (liiketalouden maisteri),korkeakoulututkinto ,https://www.facebook.com/pages/Faruk-Abu-Taher/1592031804349121,-0.9828602303,-1.0526992256,0.5865801653,Vasemmistoliberaalit
Oili Heino,04 Satakunnan vaalipiiri,64,Vasemmistoliitto,53,kiinteistöpalvelupäällikkö,,http://ehdokas.vasemmisto.fi/oiliheino,-0.9765062519,-0.8865929769,0.1299798713,Maltillinen vasemmisto
Anna Vuorjoki,01 Helsingin vaalipiiri,45,Vasemmistoliitto,38,Koulupsykologi,korkeakoulututkinto ,http://www.annavuorjoki.fi,-0.9600932298,-1.3591498175,-0.0342139268,Vasemmistoliberaalit
Hanna Sarkkinen,12 Oulun vaalipiiri,147,Vasemmistoliitto,26,Politiikka,korkeakoulututkinto ,http://www.hannasarkkinen.fi,-0.9581214315,-0.2566055847,0.3127554847,Maltillinen vasemmisto
Erno Välimäki,04 Satakunnan vaalipiiri,75,Vasemmistoliitto,37,Pääluottamusmies & metallityöläinen,ammattitutkinto ,http://www.ernov.fi,-0.9518510583,0.8013754028,0.0660259028,Nationalistikonservatiivit
Henrik Nyholm,01 Helsingin vaalipiiri,41,Vasemmistoliitto,27,ylioppilas & student,,http://www.henkkanyholm.fi,-0.9393266687,-0.7272074799,0.9060101902,Vasemmistoliberaalit
Minna-Maria Solanterä,07 Pirkanmaan vaalipiiri,153,Vasemmistoliitto,55,Sosiaalityön johtaja,korkeakoulututkinto ,http://www.solantera.fi,-0.938015796,-1.2326039474,0.4770298132,Vasemmistoliberaalit
Tiina Ahlfors,02 Uudenmaan vaalipiiri,155,Vasemmistoliitto,38,johtava ohjaaja,korkeakoulututkinto ,http://www.ehdokas.vasemmisto.fi/tiinaahlfors,-0.9266217109,-0.8590768343,1.1906491571,Vasemmistoliberaalit
Jari Suominen,03 Varsinais-Suomen vaalipiiri,146,Vasemmistoliitto,55,Osuuskuntayrittäjä,ylioppilas ,http://Jarijsuominen.wordpress.com,-0.9153528133,-0.0741461724,0.0463535336,Maltillinen vasemmisto
Heidi Gröndahl,02 Uudenmaan vaalipiiri,160,Vasemmistoliitto,32,Toiminnanjohtaja,,,-0.9008050649,0.098235779,0.924691224,Vasemmistoliberaalit
juha pikkarainen,13 Lapin vaalipiiri,24,Vasemmistoliitto,61,valvomonhoitaja,joku muu,,-0.8902274873,-0.3255574784,-0.3868708371,Maltillinen vasemmisto
Erkki  Laukkanen,02 Uudenmaan vaalipiiri,172,Vasemmistoliitto,59,ekonomisti,korkeakoulututkinto ,http://ehdokas.vasemmisto.fi/erkkilaukkanen/,-0.8745311398,-0.1619007836,0.0120815676,Maltillinen vasemmisto
Susanna Koistinen,11 Keski-Suomen vaalipiiri,104,Vasemmistoliitto,27,Korkeakoulupoliittinen sihteeri,korkeakoulututkinto ,http://susannakoistinen.wordpress.com,-0.8594718201,-1.4058890987,1.3468760402,Liberaalit
Antti Hartikainen,06 Hämeen vaalipiiri,21,Vasemmistoliitto,24,Yhdyskuntasuunnittelun opiskelija,ylioppilas ,http://www.hartikainen.vas.fi,-0.8401475919,0.2242589675,0.9330232001,Maltillinen vasemmisto
Eeva Pistokoski,13 Lapin vaalipiiri,25,Vasemmistoliitto,29,Teollinen muotoilija,korkeakoulututkinto ,http://eevapistokoski.fi/,-0.8302135754,-0.1866365748,1.2932479596,Liberaalit
Saana Lind,10 Vaasan vaalipiiri,27,Vasemmistoliitto,26,opiskelija,,http://saanalind.wordpress.com,-0.8240736546,-1.4169434985,0.9215374291,Liberaalit
Jaana Wessman,02 Uudenmaan vaalipiiri,189,Vasemmistoliitto,41,lastenpsykiatriaan erikoistuva lääkäri,korkeakoulututkinto ,http://www.jaanawessman.fi/,-0.7862579176,-1.1019561466,1.1736963169,Liberaalit
Ilkka Porttikivi,07 Pirkanmaan vaalipiiri,151,Vasemmistoliitto,35,Rikosseuraamustyöntekijä,korkeakoulututkinto ,http://www.ilkkaporttikivi.fi,-0.7835934551,-1.3208943593,1.0374383532,Liberaalit
Anne-Maria Salolahti,02 Uudenmaan vaalipiiri,184,Vasemmistoliitto,27,ravintolapäällikkö,korkeakoulututkinto ,https://www.facebook.com/Annemariasalolahti,-0.7584103165,-0.2647123868,0.94745331,Maltillinen vasemmisto
Piia Tenhunen,08 Kaakkois-Suomen vaalipiiri,72,Vasemmistoliitto,41,Sairaanhoitaja/etsivä nuorisotyöntekijä,ammattitutkinto ,,-0.7186803024,-1.1179893929,0.7107473864,Liberaalit
Miikka Uotinen,02 Uudenmaan vaalipiiri,188,Vasemmistoliitto,26,Operaattori,ammattitutkinto ,http://ehdokas.vasemmisto.fi/miikkauotinen,-0.6973782457,-0.1525934377,0.5717815188,Maltillinen vasemmisto
Marianne Ikävalko,13 Lapin vaalipiiri,19,Vasemmistoliitto,46,tarjoilija,ammattitutkinto ,http://www.facebook.com/pages/Marianne-Ikävalko/121317838016465,-0.6925139542,-0.2283791624,-0.249726784,Maltillinen vasemmisto
Mikko Ollikainen,08 Kaakkois-Suomen vaalipiiri,67,Vasemmistoliitto,30,LVI-asentaja,ammattitutkinto ,,-0.6616681333,-0.5660702181,0.7976922102,Maltillinen vasemmisto
Tapio Pulkkinen,02 Uudenmaan vaalipiiri,181,Vasemmistoliitto,37,alue- ja kunnallistekniikan asiantuntija,korkeakoulututkinto ,http://tapiopulkkinen.fi,-0.6422837342,-1.0432404523,0.9076841352,Liberaalit
Pentti Kallio,03 Varsinais-Suomen vaalipiiri,136,Vasemmistoliitto,61,toiminnanjohtaja,ammattitutkinto ,http://www.penttikallio.fi,-0.6034175672,0.8689561307,0.3023841099,Nationalistikonservatiivit
Petri Salminen,04 Satakunnan vaalipiiri,72,Vasemmistoliitto,51,Työsujeluvaltuuttettu,ammattitutkinto ,,-0.5929685574,-0.8527734973,0.648989602,Vasemmistoliberaalit
Markku Eilola-Jokivirta,12 Oulun vaalipiiri,132,Vasemmistoliitto,44,Prosesstityöntekijä,ylioppilas ,http://eilola-jokivirta.blogspot.fi,-0.585029862,0.1115109447,0.2604748005,Maltillinen vasemmisto
ville korpinen,10 Vaasan vaalipiiri,25,Vasemmistoliitto,35,robottihitsaus operaattori,ammattitutkinto ,https://www.facebook.com/ville.korpinen.3,-0.5685607671,0.8300126188,-0.3009590885,Nationalistikonservatiivit
Antti Papinniemi,06 Hämeen vaalipiiri,29,Vasemmistoliitto,32,Toimitusjohtaja,ammattitutkinto ,http://antti.papinniemi.com,-0.524605475,-0.5609512752,0.9436848294,Liberaalit
Juho Lehto,02 Uudenmaan vaalipiiri,173,Vasemmistoliitto,43,Luokanopettaja,korkeakoulututkinto ,http://ehdokas.vasemmisto.fi/juholehto/,-0.5152144815,-0.914358959,0.0739836709,Liberaalit
ville kuivalainen,09 Savo-Karjalan vaalipiiri,132,Vasemmistoliitto,44,Taksiyrittäjä,,http://ehdokas.vasemmisto.fi/villekuivalainen,-0.5061321937,0.9030174749,-0.5515876094,Konservatiivit
Jaana Karmala-Vanamo,04 Satakunnan vaalipiiri,66,Vasemmistoliitto,57,tiedottaja & eläkeläinen,ammattitutkinto ,http://vaalit.wanamo.fi/jaana/,-0.4878641275,0.3962514347,1.1214892325,Liberaalit
Sari Ekorre-Nummikari,13 Lapin vaalipiiri,17,Vasemmistoliitto,47,Tradenomi (AMK)-opiskelija,ammattitutkinto ,http://www.ekorre-nummikari.com,-0.3951935642,-0.5273135528,0.5032485701,Liberaalit
Matti Matikainen,09 Savo-Karjalan vaalipiiri,133,Vasemmistoliitto,68,kunnanjohtaja,korkeakoulututkinto ,,-0.1562530232,0.2867199249,0.4372977194,Nationalistikonservatiivit
Heikki Leisti,06 Hämeen vaalipiiri,24,Vasemmistoliitto,56,kirpputoriyrittäjä,ammattitutkinto ,http://www.facebook.com/heikki.leisti,0.1649144119,-0.5640558461,-1.4519298486,Maltillinen vasemmisto
Julius Karlsson,03 Varsinais-Suomen vaalipiiri,137,Vasemmistoliitto,35,Juniorijalkapallovalmentaja & huoltomies,joku muu,https://pahaihminen.wordpress.com/,0.2053998942,-1.2510939257,0.5459349397,Liberaalit
Mohammadamin Allahmoradi,03 Varsinais-Suomen vaalipiiri,133,Vasemmistoliitto,55,Peruskoulun opettaja & kirjailija,ylioppilas ,http://ehdokas.vasemmisto.fi/kotisivu/,0.3013268519,0.389900676,-1.2969732364,Konservatiivit
Outi Alanko-Kahiluoto,01 Helsingin vaalipiiri,69,Vihreä liitto,48,Kansanedustaja & kirjallisuudentutkija (FT),korkeakoulututkinto ,http://www.outialanko.fi,-1.4051257543,-1.376978722,0.8245239746,Vasemmistoliberaalit
Saana Raatikainen,07 Pirkanmaan vaalipiiri,166,Vihreä liitto,40,ympäristökoordinaattori,korkeakoulututkinto ,http://www.saanaraatikainen.fi,-1.185401009,-1.3043027428,1.1870178412,Vasemmistoliberaalit
Susanna Rahkonen,02 Uudenmaan vaalipiiri,118,Vihreä liitto,46,Juristi,korkeakoulututkinto ,http://susannarahkonen.fi/,-1.1817341543,-0.9088898808,0.9023646225,Vasemmistoliberaalit
"Joakim ""Jocke"" Lybeck",02 Uudenmaan vaalipiiri,111,Vihreä liitto,58,Opettaja,joku muu,http://www.jockelybeck.fi,-1.1341499987,-1.5841194071,0.7398904902,Vasemmistoliberaalit
Hanna Holopainen,08 Kaakkois-Suomen vaalipiiri,135,Vihreä liitto,38,diplomi-insinööri,korkeakoulututkinto ,http://www.hannaholopainen.fi,-1.1284266957,-1.1586012267,0.8196124141,Vasemmistoliberaalit
Olga Haapa-aho,07 Pirkanmaan vaalipiiri,155,Vihreä liitto,27,Sosiaalipoliittinen asiantuntija,korkeakoulututkinto ,http://www.olgahaapa-aho.net,-1.099685766,-1.529790115,1.0680470596,Vasemmistoliberaalit
Jouni Vauhkonen,09 Savo-Karjalan vaalipiiri,32,Vihreä liitto,56,Viestintäasiantuntija,korkeakoulututkinto ,http://www.jounivauhkonen.fi,-1.0403797479,-1.6109223494,0.40125727,Vasemmistoliberaalit
Lea Krank,12 Oulun vaalipiiri,18,Vihreä liitto,65,johtaja,korkeakoulututkinto ,https://www.facebook.com/leakrankpoliitikko,-1.0324794444,1.0384380395,0.725202996,Vasemmistoliberaalit
Emma Kari,01 Helsingin vaalipiiri,74,Vihreä liitto,31,tietokirjailija & luonnontieteiden kandidaatti,korkeakoulututkinto ,http://www.emmakari.fi,-0.9855684821,-1.4946342195,1.2646713718,Vasemmistoliberaalit
Kirsikka Moring,01 Helsingin vaalipiiri,76,Vihreä liitto,69,Olen kulttuuritoimittaja & vapaa & TEM,korkeakoulututkinto ,http://kirsikkamoring.com,-0.9399693937,-1.3250987026,0.3616968565,Vasemmistoliberaalit
Mari Monto,06 Hämeen vaalipiiri,55,Vihreä liitto,47,kotiäiti,korkeakoulututkinto ,http://www.vihreatehdokkaat.fi/mari.monto,-0.9135387312,-0.8675628942,1.8497786829,Vasemmistoliberaalit
Maria Ohisalo,01 Helsingin vaalipiiri,77,Vihreä liitto,30,köyhyystutkija & valtiotieteiden maisteri,korkeakoulututkinto ,http://www.mariaohisalo.fi/,-0.8579638526,-1.4976521195,1.1074792657,Vasemmistoliberaalit
Leo Stranius,01 Helsingin vaalipiiri,83,Vihreä liitto,40,Toiminnanjohtaja,korkeakoulututkinto ,http://www.leostranius.fi,-0.8350449003,-1.2806077765,1.181488389,Liberaalit
Pekka Tuomola,01 Helsingin vaalipiiri,86,Vihreä liitto,60,ylilääkäri,,http://pekkatuomola.fi,-0.8131404072,-1.4875242356,0.7370035697,Vasemmistoliberaalit
Riina Puusaari,06 Hämeen vaalipiiri,58,Vihreä liitto,32,kaavasuunnittelija,korkeakoulututkinto ,http://www.facebook.com/riina.h.puusaari,-0.7817161839,-1.1784856379,1.7476519606,Vasemmistoliberaalit
Elina Hietanen,09 Savo-Karjalan vaalipiiri,20,Vihreä liitto,21,opiskelija,ylioppilas ,http://elinahietanen.fi,-0.7785834995,-1.2668164681,1.1865832979,Liberaalit
Elina Sillanpää,11 Keski-Suomen vaalipiiri,25,Vihreä liitto,36,Ikääntymisen ja terveyden tutkija,korkeakoulututkinto ,http://www.elinasillanpaa.fi,-0.7686596375,-1.4735522213,0.3657143821,Liberaalit
Arja Sarpola,12 Oulun vaalipiiri,24,Vihreä liitto,53,tutkija,,,-0.7579054604,-0.0243974842,0.5962766119,Maltillinen vasemmisto
Leena Riittinen,01 Helsingin vaalipiiri,82,Vihreä liitto,60,sairaalakemisti,korkeakoulututkinto ,http://www.leenariittinen.fi,-0.7212481645,-1.5055394853,1.3964193088,Vasemmistoliberaalit
Jani Toivola,02 Uudenmaan vaalipiiri,123,Vihreä liitto,37,Kansanedustaja & yrittäjä,ammattitutkinto ,http://www.janitoivola.net,-0.7129922395,-1.3493056193,1.0765616572,Vasemmistoliberaalit
Matti Tuomaala,10 Vaasan vaalipiiri,137,Vihreä liitto,31,Työtön,korkeakoulututkinto ,http://www.mattituomaala.fi,-0.6966244951,-1.1145790518,0.9801253934,Liberaalit
Laura Ala-Kokko,10 Vaasan vaalipiiri,125,Vihreä liitto,35,Myyjä & kääntäjä,korkeakoulututkinto ,http://www.alakokko.fi/,-0.6601652876,-1.4058974224,1.2636604841,Liberaalit
Jenni Lampela,13 Lapin vaalipiiri,115,Vihreä liitto,33,Koulunkäyntiavustaja,ammattitutkinto ,https://www.facebook.com/ehdokasjennilampela,-0.6560960136,-0.5845176197,1.2243451409,Vasemmistoliberaalit
Katriina (Kati) Juva,01 Helsingin vaalipiiri,73,Vihreä liitto,57,neurologian erikoislääkäri,korkeakoulututkinto ,http://katijuva.turanko.net/wordpress/,-0.6346643454,-1.492664838,0.2960869427,Liberaalit
Tatu Chanth,02 Uudenmaan vaalipiiri,92,Vihreä liitto,37,järjestelmäasiantuntija,ammattitutkinto ,http://tatu.chanth.org,-0.6311047127,-1.396725351,1.4287204645,Liberaalit
Markus Drake,02 Uudenmaan vaalipiiri,93,Vihreä liitto,38,Tiedottaja kehitysyhteistyöjärjestöjen kattojärjestössä,korkeakoulututkinto ,http://markusdrake.fi/,-0.6300566977,-1.2701286733,1.1457011094,Liberaalit
Krista Mikkonen,09 Savo-Karjalan vaalipiiri,26,Vihreä liitto,42,projektipäällikkö,korkeakoulututkinto ,http://www.kristamikkonen.fi,-0.6274167653,-1.3252302793,0.5663108602,Liberaalit
Kaarlo Lepistö,10 Vaasan vaalipiiri,130,Vihreä liitto,64,kauppatieteiden maisteri,korkeakoulututkinto ,,-0.6231595966,-1.318596066,0.2855423259,Liberaalit
Kim Tamio,09 Savo-Karjalan vaalipiiri,31,Vihreä liitto,25,Kauppatieteiden yo & taiteiden yo.,,http://www.tamio.fi,-0.6134158976,-1.2122913262,1.7240767585,Liberaalit
Kimmo Klemola,08 Kaakkois-Suomen vaalipiiri,138,Vihreä liitto,50,Tekniikan tohtori,korkeakoulututkinto ,http://www.kimmoklemola.fi,-0.6055187909,0.2106060562,0.2497796161,Nationalistikonservatiivit
Petra Laitinen,08 Kaakkois-Suomen vaalipiiri,142,Vihreä liitto,34,farmaseutti,korkeakoulututkinto ,http://www.facebook.com/LaitinenPetra,-0.6023257683,-1.179910415,0.9510783065,Liberaalit
Veli Liikanen,08 Kaakkois-Suomen vaalipiiri,143,Vihreä liitto,36,nuorisotutkija & biologi,korkeakoulututkinto ,http://veliliikanen.fi/,-0.5859027787,-1.1959659316,1.3502822031,Liberaalit
Nico Holmberg,11 Keski-Suomen vaalipiiri,17,Vihreä liitto,44,potilaskuljettaja,ammattitutkinto ,https://www.facebook.com/IsoVihreaMies,-0.5778964855,-0.450065577,0.8822641626,Liberaalit
Petri Siuro,07 Pirkanmaan vaalipiiri,168,Vihreä liitto,50,teho-osaston sairaanhoitaja,korkeakoulututkinto ,http://www.siuro.fi,-0.5622638801,-0.7383604147,0.8196458947,Maltillinen vasemmisto
Saara Ilvessalo,03 Varsinais-Suomen vaalipiiri,119,Vihreä liitto,25,Vihreiden nuorten ja opiskelijoiden liiton puheenjohtaja & maisteriopiskelija (oikeustiede),korkeakoulututkinto ,http://www.saarailvessalo.net,-0.5562502315,-1.4543227503,0.4068684194,Liberaalit
Kati Kurvi,12 Oulun vaalipiiri,19,Vihreä liitto,38,Kuntoutusohjaaja,korkeakoulututkinto ,https://www.facebook.com/pages/Kati-Annukka-Kurvi-Vihre%C3%A4t/405841836145843?ref=hl,-0.5555371693,-0.6310926259,-0.1111917235,Liberaalit
Maija Kajan,07 Pirkanmaan vaalipiiri,159,Vihreä liitto,62,gynekologi,korkeakoulututkinto ,http://www.maijakajan.fi,-0.5553193124,-1.1832592944,1.0563705,Liberaalit
Minna Kilpala,11 Keski-Suomen vaalipiiri,18,Vihreä liitto,38,projektipäällikkö,korkeakoulututkinto ,http://www.minnakilpala.fi,-0.5469085935,-0.9228755446,0.3999731825,Liberaalit
Tarja Korteniemi,13 Lapin vaalipiiri,113,Vihreä liitto,61,Peruskoulun opettaja & englannin ja ruotsin kielen lehtori,korkeakoulututkinto ,,-0.5331175243,-1.1201151666,-0.0474250339,Maltillinen vasemmisto
Ilkka Hänninen,10 Vaasan vaalipiiri,127,Vihreä liitto,32,Ohjelmistosuunnittelija,ylioppilas ,http://ilkkahanninen.fi,-0.5246841919,-1.330493025,1.3371210434,Liberaalit
Alviina Alametsä,01 Helsingin vaalipiiri,68,Vihreä liitto,22,Kaupunkivastaava & HYYn hallituksen jäsen,korkeakoulututkinto ,http://www.alviina.fi,-0.5205498086,-1.452893558,1.7915527803,Liberaalit
Jukka Relander,01 Helsingin vaalipiiri,81,Vihreä liitto,48,Kultti RY:n toiminnanjohtaja & freelancer,korkeakoulututkinto ,http://www.jukkarelander.com,-0.5167319753,-1.4164688447,0.2148325553,Liberaalit
Ville Niinistö,03 Varsinais-Suomen vaalipiiri,122,Vihreä liitto,38,Kansanedustaja & valtiotieteiden maisteri & poliittisen historian ja ulkopolitiikan tutkija.,korkeakoulututkinto ,http://www.villeniinisto.fi,-0.5089235296,-1.0847481449,1.1932014971,Liberaalit
Sandra Nestorova,10 Vaasan vaalipiiri,132,Vihreä liitto,32,Tradenomi,korkeakoulututkinto ,https://www.facebook.com/NestorovaSandra,-0.4961104021,-1.6501295156,1.2932700964,Liberaalit
Konsta Weber,03 Varsinais-Suomen vaalipiiri,130,Vihreä liitto,31,Freelancer ja aloitteleva yrittäjä,korkeakoulututkinto ,http://www.konstaweber.fi,-0.4953986983,-1.2299288874,1.5563382371,Liberaalit
Iiris Suomela,07 Pirkanmaan vaalipiiri,170,Vihreä liitto,20,Yhteiskuntatieteiden opiskelija,ylioppilas ,http://iirissuomela.fi,-0.4758542209,-1.4533451101,1.2261234724,Liberaalit
Paula Nordström,02 Uudenmaan vaalipiiri,116,Vihreä liitto,51,psykiatrinen sairaanhoitaja & kirjallisuusterapeutti,korkeakoulututkinto ,http://www.paulanordstrom.fi,-0.4699097761,-1.2953616563,0.6628611028,Liberaalit
Sari Susanna Jokinen,06 Hämeen vaalipiiri,51,Vihreä liitto,40,KM,korkeakoulututkinto ,http://www.sarijokinen.com,-0.4624678416,-0.4285822873,0.6192797705,Liberaalit
Juha Sjöholm,04 Satakunnan vaalipiiri,106,Vihreä liitto,45,Luontokartoittaja,ammattitutkinto ,https://www.facebook.com/juhasjoholmeduskuntaan,-0.4466875208,-1.0766354792,1.0585158795,Liberaalit
Latékoé Lawson Hellu,12 Oulun vaalipiiri,20,Vihreä liitto,52,tietoliikenneinsinööri,korkeakoulututkinto ,,-0.4306219621,-1.181399515,-0.2479409153,Liberaalit
Marja Lähde,12 Oulun vaalipiiri,21,Vihreä liitto,57,tulkkauspalveluiden johtaja,korkeakoulututkinto ,https://www.facebook.com/pages/Marja-L%C3%A4hde-poliitikko/200522949966006?fref=ts,-0.4261893035,-0.5232043797,0.1386408702,Liberaalit
Hanna Halmeenpää,12 Oulun vaalipiiri,13,Vihreä liitto,39,Biologian ja maantiedon lehtori,korkeakoulututkinto ,http://www.hannahalmeenpaa.fi/,-0.418628285,-0.5770632894,-0.1396442572,Maltillinen vasemmisto
Pekka Nyman,13 Lapin vaalipiiri,118,Vihreä liitto,49,rakennustarkastaja,korkeakoulututkinto ,https://www.facebook.com/PekkaNymanLappi,-0.4131358005,-0.57297013,-0.191631344,Maltillinen vasemmisto
Elina Rantanen,03 Varsinais-Suomen vaalipiiri,124,Vihreä liitto,36,Suunnittelija sosiaali- ja terveysalalla,korkeakoulututkinto ,http://www.elinarantanen.net,-0.408133042,-1.0386136668,0.5201944392,Liberaalit
