vaalipiiri;id;sukunimi;etunimi;puolue;ikä;sukupuoli;Ammatti;Koulutus;Talousoikeistolaisuus;Nationalismikonservatiivisuus;Arvoliberaalius;Segmentit
12 Oulun vaalipiiri;5021;Forsblom;Samu;Vihreä liitto;40;M;Luova johtaja;korkeakoulututkinto;-,0533547214363931;-,362246661475093;,387053805481279;4
09 Savo-Karjalan vaalipiiri;5360;Giray;Ali;Vihreä liitto;31;M;yrittäjä;korkeakoulututkinto;,701146204102873;-,329306482051658;,568436330123363;6
08 Kaakkois-Suomen vaalipiiri;5774;GrÃ¼n;Saija;Vihreä liitto;39;F; ; ;,294536149537511;-,261418132429897;-,130147985943736;1
08 Kaakkois-Suomen vaalipiiri;4153;Haakana;Mervi;Vihreä liitto;44;F;Ympäristö- ja yhdyskuntatekniikan diplomi-insinööri;korkeakoulututkinto;,184537855601101;-1,47415691250263;1,07837664693679;4
07 Pirkanmaan vaalipiiri;4754;Haapa-aho;Olga;Vihreä liitto;27;F;Sosiaalipoliittinen asiantuntija;korkeakoulututkinto;-1,09968576600423;-1,52979011499488;1,06804705962868;3
06 Hämeen vaalipiiri;5506;Haapala;Mikko;Vihreä liitto;51;M;eräopas;korkeakoulututkinto;-,206706594240826;-,807175094471814;1,35386312210944;4
04 Satakunnan vaalipiiri;5950;Haavisto;Minna;Vihreä liitto;0; ; ; ; ; ; ; 
01 Helsingin vaalipiiri;5861;Haavisto;Pekka;Vihreä liitto;57;M;kansanedustaja; ;-,00354277246486045;-,972311171683643;1,15195807165471;4
12 Oulun vaalipiiri;5592;Hakkarainen;Janne;Vihreä liitto;27;M; ;korkeakoulututkinto;-,273937400303184;-1,26387137616651;1,56629604351926;4
12 Oulun vaalipiiri;5186;Halmeenpää;Hanna;Vihreä liitto;39;F;Biologian ja maantiedon lehtori;korkeakoulututkinto;-,418628284966299;-,577063289435213;-,139644257175112;5
07 Pirkanmaan vaalipiiri;5269;Hassi;Satu;Vihreä liitto;63;F;Vapaa kirjailija;korkeakoulututkinto;-,200765227034285;-,966632216913758;,414303522677164;4
07 Pirkanmaan vaalipiiri;5536;Heilimo;Hanna-Kaisa;Vihreä liitto;36;F;Sairaanhoitaja;korkeakoulututkinto; ; ; ; 
08 Kaakkois-Suomen vaalipiiri;5749;Heinonen;Saku Santeri;Vihreä liitto;40;M;Teatteriohjaaja;ylioppilas;,37596938728879;-,894461874118282;,316888108319014;4
07 Pirkanmaan vaalipiiri;4656;Heinämäki;Anna-Kaisa;Vihreä liitto;37;F;Poliisitarkastaja; ;,391291558941412;,0311924890304265;,584469003342264;1
06 Hämeen vaalipiiri;5300;Heiskanen;Teppo;Vihreä liitto;50;M;yrittäjä, konsultti;korkeakoulututkinto;1,19551760202906;-1,42768054403436;,666207166976719;4
03 Varsinais-Suomen vaalipiiri;4384;Hermonen;Merja;Vihreä liitto;53;F;Kirkkoherra TT, työnohjaaja;korkeakoulututkinto;-,00693862486567656;-,889760424479693;-,186877384178174;4
01 Helsingin vaalipiiri;5022;Hernberg;Kaisa;Vihreä liitto;38;F;Liikkeenjohdon konsultti;korkeakoulututkinto;,0766699259251968;-,822090198576564;,196332090188318;1
13 Lapin vaalipiiri;4316;Hietala;Kalle-Pekka;Vihreä liitto;26;M; ;korkeakoulututkinto;-,340707631080119;-1,00871789561032;1,59994427087273;4
09 Savo-Karjalan vaalipiiri;4660;Hietanen;Elina;Vihreä liitto;21;F; ;ylioppilas;-,778583499494929;-1,26681646809262;1,18658329785214;4
02 Uudenmaan vaalipiiri;5719;Hokkanen;Teemu;Vihreä liitto;35;M;vanhempi rikoskonstaapeli;korkeakoulututkinto;,730447340037186;-,459020874375595;,530160890474583;4
11 Keski-Suomen vaalipiiri;4975;Holmberg;Nico;Vihreä liitto;44;M;potilaskuljettaja;ammattitutkinto;-,577896485464004;-,450065576954169;,882264162634472;4
08 Kaakkois-Suomen vaalipiiri;4630;Holopainen;Hanna;Vihreä liitto;38;F; ;korkeakoulututkinto;-1,12842669570679;-1,15860122670322;,819612414061494;3
01 Helsingin vaalipiiri;5581;Holopainen;Mari;Vihreä liitto;34;F;Yritystutkija;korkeakoulututkinto;,494673582643874;-,550953316825369;,720337159426877;4
02 Uudenmaan vaalipiiri;5712;Hopsu;Inka;Vihreä liitto;38;F;opettaja, yhteyspäällikkö; ;,154234041949657;-1,40160242545827;,235984748640799;4
04 Satakunnan vaalipiiri;4830;Hulmi;Reetta;Vihreä liitto;32;F;tehdastuotannon työntekijä;korkeakoulututkinto;,338758554184253;-,523032020898431;,29278101131524;4
02 Uudenmaan vaalipiiri;5547;Hyrkkö;Saara;Vihreä liitto;27;F;diplomityöntekijä, kaupunginhallituksen jäsen;korkeakoulututkinto;-,0463390419975105;-1,07812286812414;1,46578787264523;4
10 Vaasan vaalipiiri;4726;Hänninen;Ilkka;Vihreä liitto;32;M;Ohjelmistosuunnittelija;ylioppilas;-,524684191863976;-1,33049302499879;1,33712104339104;4
13 Lapin vaalipiiri;5836;Hänninen;Sari;Vihreä liitto;50;F;Keittiömestari;ammattitutkinto; ; ; ; 
09 Savo-Karjalan vaalipiiri;4808;Hölttä;Harri;Vihreä liitto;39;M;Historiantutkija;korkeakoulututkinto;,0784532916558594;-,810940003813654;,308330852600347;4
09 Savo-Karjalan vaalipiiri;4402;Ikonen;Päivi;Vihreä liitto;53;F;erityisopettaja;korkeakoulututkinto;,517719161329305;-,882669651386029;,676350018535506;4
03 Varsinais-Suomen vaalipiiri;5533;Ilvessalo;Saara;Vihreä liitto;25;F;Vihreiden nuorten ja opiskelijoiden liiton puheenjohtaja, maisteriopiskelija (oikeustiede);korkeakoulututkinto;-,556250231512992;-1,45432275026968;,406868419368991;4
02 Uudenmaan vaalipiiri;5402;Johansson;Birgitta;Vihreä liitto;0;F;Laulupedagogi;korkeakoulututkinto;,726452411153548;,166254802838176;,236981652011053;1
06 Hämeen vaalipiiri;4518;Jokinen;Sari Susanna;Vihreä liitto;40;F;KM;korkeakoulututkinto;-,462467841647393;-,428582287299089;,619279770531355;4
09 Savo-Karjalan vaalipiiri;5229;Jorasmaa;Ilpo;Vihreä liitto;64;M;Pienyrittäjä;korkeakoulututkinto;,203103197442803;-,650568072684429;-,106098632956106;4
13 Lapin vaalipiiri;5237;Juntunen;Marianne;Vihreä liitto;33;F;kemian opettaja, tutkija;korkeakoulututkinto; ; ; ; 
02 Uudenmaan vaalipiiri;5059;Juurikkala;Timo;Vihreä liitto;56;M;erityisopettaja;korkeakoulututkinto;,186652804790084;-,914247680092177;1,08460780736356;4
01 Helsingin vaalipiiri;4363;Juva;Katriina (Kati);Vihreä liitto;57;F;neurologian erikoislääkäri;korkeakoulututkinto;-,634664345442055;-1,49266483799887;,296086942700499;4
08 Kaakkois-Suomen vaalipiiri;4204;Järvinen;Heli;Vihreä liitto;51;F;edunvalvoja;korkeakoulututkinto;-,323195961844831;-,475475673522781;,64420678535457;4
12 Oulun vaalipiiri;4516;Kaarlejärvi;Kati;Vihreä liitto;37;F;Projektipäällikkö;korkeakoulututkinto;-,0494419742500142;-,815870533732848;,783102239996593;4
07 Pirkanmaan vaalipiiri;5706;Kajan;Maija;Vihreä liitto;62;F;gynekologi;korkeakoulututkinto;-,555319312415036;-1,18325929440041;1,05637050003482;4
08 Kaakkois-Suomen vaalipiiri;4824;Kanervo;Marjaana;Vihreä liitto;0;F;Terveystieteiden maisteri;korkeakoulututkinto;,158448747868664;-,0154496226885747;,105113923706795;1
01 Helsingin vaalipiiri;5708;Kari;Emma;Vihreä liitto;31;F; ;korkeakoulututkinto;-,985568482073623;-1,49463421948061;1,26467137179208;3
02 Uudenmaan vaalipiiri;5418;Karimäki;Johanna;Vihreä liitto;42;F;kansanedustaja;korkeakoulututkinto;-,122624500690422;-,477247349018839;-,207098247827543;1
07 Pirkanmaan vaalipiiri;5574;Karjalainen;Miisa;Vihreä liitto;33;F;lakimies;korkeakoulututkinto;,192733353767104;,416867019504621;-,152378663833935;1
02 Uudenmaan vaalipiiri;5704;Kasvi;Jyrki;Vihreä liitto;51;M;Tutkimus- ja kehittämisjohtaja;korkeakoulututkinto;,462614344936395;-1,09477775010942;1,20677066380083;4
09 Savo-Karjalan vaalipiiri;4579;Kauppinen;Elsi;Vihreä liitto;32;F;Ympäristöasiantuntija;joku muu;,399877308110197;-1,06457671569203;1,43132395208548;4
02 Uudenmaan vaalipiiri;4195;Kauppinen;Sirpa Siru;Vihreä liitto;42;F;Ympäristötekniikan M.Sc.;korkeakoulututkinto;-,179320597593043;-1,3383090998816;,974637443066953;4
12 Oulun vaalipiiri;6107;Kela;Juhani;Vihreä liitto;61;M;Maaseudun kehittäjä;ammattitutkinto;-,370994210323913;,0875123181656014;,0293185932756411;5
13 Lapin vaalipiiri;5233;Keränen;Miikka;Vihreä liitto;23;M;Opiskelija;ylioppilas;,554421655165734;-1,07216179474707;1,49067309585267;4
12 Oulun vaalipiiri;4463;Keränen;Silja;Vihreä liitto;31;F;Ympäristötekniikan diplomi-insinööri;korkeakoulututkinto;,315367144704063;-,941652545067596;,862774093975705;4
11 Keski-Suomen vaalipiiri;4744;Kilpala;Minna;Vihreä liitto;38;F;projektipäällikkö;korkeakoulututkinto;-,546908593492969;-,922875544639533;,39997318252569;4
06 Hämeen vaalipiiri;5969;Kilpinen;Kari;Vihreä liitto;59;M;tietotekniikan lehtori; ; ; ; ; 
01 Helsingin vaalipiiri;5742;Kivekäs;Otso;Vihreä liitto;35;M;Ohjelmistoarkkitehti;korkeakoulututkinto;,470826368949678;-1,68517154925499;1,48533413137005;4
08 Kaakkois-Suomen vaalipiiri;4428;Klemola;Kimmo;Vihreä liitto;50;M;Tekniikan tohtori;korkeakoulututkinto;-,60551879089875;,210606056196341;,249779616132749;2
08 Kaakkois-Suomen vaalipiiri;4581;Kontiokorpi;Anniina;Vihreä liitto;33;F;Projekipäällikkö / Diplomi-insinööri;korkeakoulututkinto; ; ; ; 
02 Uudenmaan vaalipiiri;5086;Kopakkala;Aku;Vihreä liitto;57;M;psykologi;korkeakoulututkinto;-,10905186856431;-,990150362402091;,865627497082651;4
02 Uudenmaan vaalipiiri;4192;Koponen;Noora;Vihreä liitto;31;F;Fysioterapeutti; ;-,217314786664548;-,362803819630252;,218515409033973;5
02 Uudenmaan vaalipiiri;4247;Korpela;Aki;Vihreä liitto;44;M;FM, peruskoulun kieltenopettaja;korkeakoulututkinto;,0683643440011926;-1,1301501419811;-,277605655455471;4
13 Lapin vaalipiiri;5586;Korteniemi;Tarja;Vihreä liitto;61;F;Peruskoulun opettaja, englannin ja ruotsin kielen lehtori;korkeakoulututkinto;-,533117524312934;-1,12011516655673;-,0474250338500898;5
08 Kaakkois-Suomen vaalipiiri;5146;Kosonen;Lauri;Vihreä liitto;28;M;maanviljelijä, kansainvälisen liiketalouden opiskelija;ylioppilas;,187168225622445;-1,06090879631228;1,33978358675606;4
02 Uudenmaan vaalipiiri;5341;Kostilainen;Anniina;Vihreä liitto;36;F;metsänhoitaja, pääsihteeri;korkeakoulututkinto;,464444486749489;-1,53117976286453;-,348822363459251;4
12 Oulun vaalipiiri;6196;Krank;Lea;Vihreä liitto;65;F;johtaja;korkeakoulututkinto;-1,03247944440021;1,03843803949615;,725202995960104;3
13 Lapin vaalipiiri;5252;Kuistio;Jorma;Vihreä liitto;52;M;erityisluokanopettaja;korkeakoulututkinto;-,176872644058173;-,896250630046984;,519724559193032;4
11 Keski-Suomen vaalipiiri;5760;Kuparinen;Liisa;Vihreä liitto;32;F;IT-alan yrittäjä;korkeakoulututkinto;-,317980900516891;-,705660654798624;,325858899853831;4
12 Oulun vaalipiiri;5740;Kurvi;Kati;Vihreä liitto;38;F;Kuntoutusohjaaja;korkeakoulututkinto;-,555537169257507;-,631092625870747;-,11119172348747;4
08 Kaakkois-Suomen vaalipiiri;5638;Kuukka;Reima;Vihreä liitto;20;M;DJ;ylioppilas;-,0126671105011463;-1,42766520868373;,968773041506026;4
10 Vaasan vaalipiiri;4874;Kuurajärvi;Juha;Vihreä liitto;41;M;muusikko, datanomi, puutarhuri, ylioppilas;ammattitutkinto; ; ; ; 
07 Pirkanmaan vaalipiiri;5217;Kytömäki;Jussi;Vihreä liitto;66;M;Matematiikan opettaja, eläkkeellä;korkeakoulututkinto;-,0127013328062776;-1,48054347594181;,0883138333778559;4
02 Uudenmaan vaalipiiri;5271;Lahtinen;Eeva;Vihreä liitto;32;F;Laboratorioanalyytikko;korkeakoulututkinto;-,147087054918727;-1,02572648971088;,747022521202128;4
06 Hämeen vaalipiiri;5113;Laine;Auli;Vihreä liitto;47;F;toimintaterapeutti;korkeakoulututkinto;,339490617831361;-,476009124513674;,99581366627214;4
08 Kaakkois-Suomen vaalipiiri;5491;Laitinen;Petra;Vihreä liitto;34;F;farmaseutti;korkeakoulututkinto;-,602325768267852;-1,17991041503905;,95107830648284;4
13 Lapin vaalipiiri;5564;Lampela;Jenni;Vihreä liitto;33;F;Koulunkäyntiavustaja;ammattitutkinto;-,656096013554301;-,58451761972956;1,22434514092834;3
02 Uudenmaan vaalipiiri;5769;Lappalainen;Jarno;Vihreä liitto;28;M;viestintäasiantuntija ja sivutoiminen yrittäjä;ylioppilas;1,14697040744909;-1,16429277429976;1,72744126601648;4
10 Vaasan vaalipiiri;5104;Lappalainen;Petri;Vihreä liitto;34;M;Siivooja, teatteri-ilmaisun ohjaaja;korkeakoulututkinto;-,366784555715561;-,749478136140132;1,23655226736449;4
06 Hämeen vaalipiiri;5025;Latva-Hakuni;Elli;Vihreä liitto;25;F; ;ylioppilas;-,276517351391347;-,80431049161128;1,08962814877115;4
12 Oulun vaalipiiri;4547;Lawson Hellu;Latekoe;Vihreä liitto;52;M;Tietoliikenneinsinööri;korkeakoulututkinto;-,430621962117387;-1,18139951503381;-,247940915288658;4
13 Lapin vaalipiiri;5623;Leinonen;Petri;Vihreä liitto;53;M;Yrittäjä, maanviljelijä;korkeakoulututkinto;,767634442766685;-,884469949624568;,133216107277214; 
10 Vaasan vaalipiiri;6044;Lepistö;Kaarlo;Vihreä liitto;0;M; ;korkeakoulututkinto;-,623159596578929;-1,31859606602362;,285542325930343;4
08 Kaakkois-Suomen vaalipiiri;4196;Liikanen;Veli;Vihreä liitto;36;M;nuorisotutkija, biologi;korkeakoulututkinto;-,585902778675379;-1,1959659315872;1,35028220314279;4
04 Satakunnan vaalipiiri;4839;Liinamaa;Anne;Vihreä liitto;49;F;erityisopettaja;korkeakoulututkinto;-,0146200298762666;-,477316018412913;,157187395959858;4
03 Varsinais-Suomen vaalipiiri;4158;Liljenbäck;Tuomo;Vihreä liitto;33;M; ;ylioppilas;-,142277099890395;-1,08248689740189;1,67547662640013;4
02 Uudenmaan vaalipiiri;5573;Linnainmäki;Joel;Vihreä liitto;24;M;Kansanedustajan avustaja;ylioppilas;-,277104397707021;-1,6355067257434;1,42403857230997;4
02 Uudenmaan vaalipiiri;5391;Lintula;Tiia;Vihreä liitto;34;F;Ravintolayrittäjä;korkeakoulututkinto;-,211514039198033;-1,05842549543478;,719873325804753;4
09 Savo-Karjalan vaalipiiri;5462;Loimalahti;Antti;Vihreä liitto;45;M;lääkäri;korkeakoulututkinto;,677071675173875;-,980263546665824;,906061804223395;4
11 Keski-Suomen vaalipiiri;5403;Lumela;Meri;Vihreä liitto;50;F;Peruskoulun rehtori;korkeakoulututkinto;-,078467735134341;-,804104527025639;,59872489483989;4
03 Varsinais-Suomen vaalipiiri;4543;Luotonen;Sara;Vihreä liitto;22;F;opiskelija, valt. yo;ylioppilas;-,284072561559047;-1,40017945638213;,658545866845492;4
02 Uudenmaan vaalipiiri;4793;Lybeck;"Joakim ""Jocke""";Vihreä liitto;58;M;Opettaja;joku muu;-1,13414999872463;-1,58411940712093;,739890490202764;3
12 Oulun vaalipiiri;6195;Lähde;Marja;Vihreä liitto;57;F;tulkkauspalveluiden johtaja;korkeakoulututkinto;-,426189303480751;-,523204379720688;,138640870159876;4
07 Pirkanmaan vaalipiiri;5038;Mannila;Marko;Vihreä liitto;37;M;puutarhuri;ylioppilas;-,365904210236881;-1,08346329208901;,61330688526884;4
11 Keski-Suomen vaalipiiri;5465;Mansikkamäki;Laura;Vihreä liitto;27;F;Erityisopettaja, KM;korkeakoulututkinto;-,309277487718474;-,988671306812386;,65486783988956;4
02 Uudenmaan vaalipiiri;5296;Mattila;Marketta;Vihreä liitto;58;F;toimittaja, tuottaja;korkeakoulututkinto;-,0620240353977056;-1,24986760047441;,943212126298665;4
